season,prediction_week,prediction_date,prediction_time,game_id,team,opponent,is_home,current_wins,current_losses,current_ties,games_played_entering,games_remaining,expected_remaining_wins,projected_final_win_equiv,projected_final_loss_equiv,actual_wins,actual_losses,actual_ties,actual_games,actual_win_equiv,win_equiv_error,abs_win_equiv_error,rounded_projected_wins,rounded_projected_losses,rounded_projected_record
2025,1.0,2025-09-04,8:20PM,2025_1.0_2025-09-04_8:20PM_Dallas Cowboys_at_Philadelphia Eagles,Dallas Cowboys,Philadelphia Eagles,0,0,0,0,0,17,8.745132094606795,8.745132094606795,8.254867905393205,7,9,1,17,7.5,1.2451320946067952,1.2451320946067952,9,8,9-8
2025,1.0,2025-09-04,8:20PM,2025_1.0_2025-09-04_8:20PM_Dallas Cowboys_at_Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,1,0,0,0,0,17,9.480162618164321,9.480162618164321,7.5198373818356785,11,6,0,17,11.0,-1.5198373818356785,1.5198373818356785,9,8,9-8
2025,1.0,2025-09-05,8:00PM,2025_1.0_2025-09-05_8:00PM_Kansas City Chiefs_at_Los Angeles Chargers,Kansas City Chiefs,Los Angeles Chargers,0,0,0,0,0,17,8.079460013089806,8.079460013089806,8.920539986910194,6,11,0,17,6.0,2.0794600130898058,2.0794600130898058,8,9,8-9
2025,1.0,2025-09-05,8:00PM,2025_1.0_2025-09-05_8:00PM_Kansas City Chiefs_at_Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,1,0,0,0,0,17,9.188477986833293,9.188477986833293,7.811522013166707,11,6,0,17,11.0,-1.811522013166707,1.811522013166707,9,8,9-8
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Arizona Cardinals_at_New Orleans Saints,Arizona Cardinals,New Orleans Saints,0,0,0,0,0,17,8.009586422723272,8.009586422723272,8.990413577276728,3,14,0,17,3.0,5.009586422723272,5.009586422723272,8,9,8-9
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Arizona Cardinals_at_New Orleans Saints,New Orleans Saints,Arizona Cardinals,1,0,0,0,0,17,6.990975650876205,6.990975650876205,10.009024349123795,6,11,0,17,6.0,0.9909756508762051,0.9909756508762051,7,10,7-10
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Carolina Panthers_at_Jacksonville Jaguars,Carolina Panthers,Jacksonville Jaguars,0,0,0,0,0,17,6.5939554410489025,6.5939554410489025,10.406044558951098,8,9,0,17,8.0,-1.4060445589510975,1.4060445589510975,7,10,7-10
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Carolina Panthers_at_Jacksonville Jaguars,Jacksonville Jaguars,Carolina Panthers,1,0,0,0,0,17,8.807764740947956,8.807764740947956,8.192235259052044,13,4,0,17,13.0,-4.192235259052044,4.192235259052044,9,8,9-8
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Cincinnati Bengals_at_Cleveland Browns,Cincinnati Bengals,Cleveland Browns,0,0,0,0,0,17,8.327782043381719,8.327782043381719,8.672217956618281,6,11,0,17,6.0,2.3277820433817187,2.3277820433817187,8,9,8-9
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Cincinnati Bengals_at_Cleveland Browns,Cleveland Browns,Cincinnati Bengals,1,0,0,0,0,17,4.9706882971006445,4.9706882971006445,12.029311702899356,5,12,0,17,5.0,-0.029311702899355474,0.029311702899355474,5,12,5-12
